Day,Hour,RingerMode,RingerModeChangedMin,Charging,ChargingChangedMin,ScreenOn,ScreenChangedMin,Proximity,Pitch,MaxAcc,CalledHowManyTimes,TimeSinceLastCall,LastCallPicked,Picked
1,7,Normal,145.73,0,145.73,1,0.1,1,0,4.576956,178,720.73,1,Baseline
1,12,Normal,17.37,0,17.37,1,0.48,0,-17,0.002759,7,9.1,0,Baseline
1,21,Vibrate,54.57,0,54.57,1,0.48,0,-42,0.045132,10,70.92,1,Baseline
2,12,Vibrate,19.88,0,19.88,1,0.47,0,-177,0.075761,34,17.7,0,Baseline
2,14,Vibrate,16.33,0,16.33,0,0.6,0,-19,0.361062,38,0.97,1,Picked
2,18,Normal,30.33,0,30.33,1,0.45,0,-12,4.594873,39,45.22,0,Baseline
2,19,Normal,51.77,0,51.77,1,0.47,0,8,0.027475,40,21.43,0,Baseline
2,20,Normal,34.83,0,34.83,1,0.43,1,-8,4.645409,13,40.27,1,Baseline
3,10,Normal,69.83,0,69.83,1,0.45,1,-5,0.045044,1,20.2,0,Baseline
3,11,Normal,6.78,0,6.78,1,0.43,1,0,0.047403,2,12.08,0,Baseline
3,11,Normal,52.9,0,52.9,1,0.47,0,1,0.018245,42,46.12,0,Baseline
3,17,Normal,61.12,0,61.12,0,0.18,0,-3,0.046249,124,119.68,0,Picked
3,17,Normal,63.85,0,63.85,0,2.48,0,7,0.003655,10,2.73,1,Baseline
4,7,Normal,45.55,0,38.13,0,0.13,0,0,4.158626,17,9.32,1,Picked
4,16,Normal,12.83,0,12.83,0,2.23,0,1,0.001548,39,57.93,0,Picked
4,20,Normal,24.25,0,24.25,1,12.73,0,-32,0.071892,47,149.93,1,Picked
4,21,Normal,19.8,0,19.8,0,0.53,0,-53,0.005528,2,24.83,1,Picked
5,11,Silent,0.18,0,0.18,1,0.18,1,3,0.127688,43,66.1,0,Baseline
5,17,Normal,22.88,0,22.88,0,0.07,0,0,0.085926,17,64.4,1,Picked
5,18,Normal,92.53,0,92.53,0,0.55,0,-78,5.820961,74,7.68,1,Picked
5,19,Normal,17.53,0,17.53,0,0.32,1,-21,0.03328,75,2.88,1,Picked
6,18,Normal,47.43,0,47.43,0,2.27,1,1,0.004914,76,1403.18,1,Picked
0,9,Normal,1.42,0,1.42,1,0.03,0,0,0.008429,143,738.22,0,Picked
0,12,Vibrate,69.07,0,69.07,1,0.03,0,-38,0.008504,2,0.62,0,Picked
0,12,Vibrate,2.38,0,2.38,1,0.03,0,-54,0.121003,74,2.63,1,Picked
0,13,Normal,50.72,0,50.72,0,0.22,1,-29,5.434302,79,17.87,0,Picked
0,16,Vibrate,19.55,0,19.55,1,0.1,1,-64,0.025445,8,120.9,1,Baseline
0,17,Vibrate,19.98,0,19.98,1,0.5,1,-170,0.276058,6,0.85,0,Baseline
0,17,Vibrate,21.53,0,21.53,1,0.52,1,0,0.032598,7,1.55,0,Baseline
1,11,Vibrate,29.77,0,29.77,1,0.03,0,-64,0.426937,2,740.5,1,Picked
1,18,Vibrate,52.87,0,31.35,0,5.35,1,,0,43,6.57,0,Baseline
1,19,Normal,26.88,0,58.63,0,1.48,0,,0,3,1.55,0,Baseline
1,19,Normal,27.22,0,58.97,0,0.25,0,,0,4,0.33,0,Baseline
1,20,Normal,20.28,0,20.28,1,0.5,0,,0,7,0.63,0,Baseline
3,10,Normal,26.07,0,26.07,0,20.42,1,,0,1,779.93,0,Baseline
3,13,Normal,1.47,0,1.47,0,1.47,,,0,184,123.18,0,Baseline
3,13,Normal,9.42,0,9.42,1,0.12,0,-31,0.0553,186,0.3,0,Baseline
3,14,Normal,48.37,0,48.37,1,0.68,0,,0,2,1.65,0,Baseline
3,15,Normal,45.87,0,45.87,0,20.85,0,,0,5,39.02,1,Baseline
3,16,Silent,61.52,0,61.52,1,6.6,1,178,0.016142,1,52.15,0,Baseline
3,16,Silent,62.63,0,62.63,1,0.48,1,177,0.008775,2,1.12,0,Baseline
3,18,Normal,26.65,0,26.65,1,0.03,0,-13,0.081053,15,40.8,1,Picked
3,20,Normal,81.67,0,81.67,1,0.43,0,-136,0.001721,133,104.53,1,Baseline
4,15,Normal,62.13,0,62.13,1,0.1,1,-10,0.002796,13,202.15,1,Baseline
4,16,Normal,44.22,0,44.22,1,0.05,1,-140,4.955563,192,65.25,0,Picked
4,22,Normal,14.95,0,14.95,0,0.1,0,-15,0.003067,193,340.35,0,Picked
5,10,Normal,31.25,0,31.25,0,0.1,0,-6,0.029141,139,2.68,0,Picked
5,10,Normal,35.43,0,35.43,0,1.85,0,-31,4.517802,8,4.18,1,Picked
5,10,Normal,41.83,0,41.83,0,0.4,0,-25,0.039755,140,6.4,1,Picked
5,13,Normal,25.03,0,25.03,0,0.53,0,-42,0.002452,1,15.67,1,Picked
5,22,Normal,59.55,0,59.55,0,0.12,0,-54,0.012746,145,246.18,1,Picked
6,1,Normal,44,0,0.47,0,0.45,0,-153,0.000429,195,146.98,1,Picked
6,10,Normal,24.52,0,24.52,0,0.7,0,-20,0.175719,18,41.2,0,Picked
6,12,Normal,22.28,0,0.65,0,0.63,0,-43,0.000433,16,117.97,1,Picked
6,13,Normal,27.75,1,27.75,1,0.03,0,-20,0.003625,19,78.42,1,Picked
6,15,Normal,47.88,0,47.88,0,0.03,0,1,5.503727,16,90.77,1,Picked
6,22,Normal,1.08,0,1.08,1,0.28,0,0,0.044608,1,23,0,Baseline
6,22,Normal,6.68,0,6.68,1,5.88,0,-16,0.169434,3,1.57,0,Baseline
0,14,Normal,7.7,0,7.7,0,1.93,0,-3,0.044123,53,2.53,0,Picked
0,16,Normal,24.65,0,24.65,0,0.83,0,-1,4.178966,58,3.97,0,Picked
0,17,Normal,18.47,0,18.47,0,0.82,0,-8,0.000361,199,19.95,1,Picked
1,13,Normal,47.05,0,47.05,0,0.32,1,-61,0.00003,59,1030.22,1,Picked
1,14,Normal,24.38,0,24.38,0,0.7,0,0,0.000403,1,26.9,1,Picked
1,14,Normal,25.3,0,25.3,0,0.27,1,0,0.000029,2,0.92,1,Picked
1,15,Normal,27.18,0,27.18,1,0.07,0,-71,0.026595,12,43.67,1,Picked
1,16,Normal,30.38,0,30.38,0,0.15,1,-29,4.687215,33,94.33,0,Picked
1,18,Normal,5.17,0,5.17,0,0.18,0,-33,0.04528,17,50.52,1,Picked
1,22,Normal,31.98,0,31.98,0,0.68,0,-1,7.813045,144,41.75,1,Picked
2,8,Normal,25.08,0,25.08,0,0.7,0,-15,0.063956,46,1.88,1,Picked
2,14,Normal,1.47,0,1.47,0,0.15,0,-43,0.433274,86,51.47,1,Picked
2,16,Normal,36.78,0,36.78,1,0.03,0,8,0.0062,4,14.62,1,Picked
2,17,Normal,54.32,0,54.32,1,0.2,1,1,0.043803,203,0.82,0,Baseline
3,8,Normal,73.08,0,73.07,1,0.48,1,-40,0.060501,76,33.52,1,Baseline
3,12,Normal,45.45,0,45.45,1,0.68,0,-5,7.507203,29,114.33,1,Picked
3,15,Normal,91.23,0,91.23,1,0.03,0,-59,0.039351,17,161.23,1,Picked
3,15,Normal,101.28,0,101.28,0,0.23,0,-3,0.001218,146,10.05,1,Picked
3,15,Normal,109.22,0,109.22,1,0.03,0,-27,0.038554,18,7.93,1,Picked
3,23,Normal,14.73,0,14.73,1,0.03,0,-14,0.003033,148,125.22,1,Picked
4,8,Normal,45.07,0,45.07,0,0.1,1,-23,0.033118,60,6.52,1,Picked
4,13,Normal,20.1,0,20.1,1,0.05,0,-17,0.196199,1,75.97,1,Picked
4,19,Normal,38.53,0,20.52,1,0.03,0,-9,0.000242,1,99.32,1,Picked
5,10,Normal,32,0,32,1,0.03,0,-1,0.036751,48,8.92,1,Picked
5,19,Normal,2.4,0,2.4,0,0.33,0,-2,0.01278,90,0.9,1,Picked
5,19,Normal,6.02,0,6.02,0,0.23,0,-2,0.008435,91,3.62,1,Picked
6,18,Normal,35.97,0,35.97,1,0.03,0,-45,0.005713,69,37.12,1,Picked
0,7,Normal,63.53,0,55.63,1,0.8,0,0,0.021625,62,778.28,1,Picked
0,23,Normal,60.45,0,60.45,0,0.6,1,-178,0.02384,206,240.08,1,Picked
1,12,Normal,19.68,0,19.68,0,4.98,0,1,0.104339,51,12.08,1,Picked
1,16,Normal,80.07,0,80.07,0,0.45,0,-23,0.015874,207,202.08,1,Picked
1,16,Normal,11.73,0,11.73,1,0.48,1,-28,4.373615,5,0.93,0,Baseline
1,21,Normal,20.08,0,20.08,1,0.12,0,-111,0.028961,50,167.9,1,Baseline
2,9,Normal,31.08,0,31.08,0,0.23,1,0,6.143484,83,730.45,0,Picked
2,12,Normal,38.03,0,38.03,1,0.03,0,0,0.009552,1,56.45,0,Picked
2,18,Normal,71.03,0,71.03,1,0.48,1,-153,0.032331,152,381.88,1,Baseline
2,21,Normal,23.8,0,23.8,1,0.57,0,-25,0.005717,51,198.32,0,Baseline
3,11,Normal,25.17,0,25.17,0,1.63,1,-4,0.001681,5,822.97,0,Picked
3,21,Normal,0.37,0,0.37,1,0.37,1,3,6.687979,95,249.83,1,Baseline
3,21,Normal,2.13,0,2.13,1,0.42,1,6,0.069231,96,1.77,0,Baseline
3,22,Normal,12.22,0,12.22,1,0.18,1,-7,7.794749,97,10.08,0,Baseline
4,8,Vibrate,5.22,0,5.22,1,0.45,0,0,0.325298,54,458.78,0,Baseline
5,18,Normal,50.03,0,50.03,0,0.57,0,-7,0.135557,208,17.27,1,Picked
5,18,Normal,71.62,0,71.62,1,0.03,0,-6,0.039948,1,21.58,1,Picked
5,18,Normal,1.9,0,1.9,0,0.63,0,-36,0.023968,14,7.42,1,Picked
5,19,Normal,22.6,1,10.8,1,0.03,0,-11,0.023384,57,21.58,1,Picked
5,19,Normal,8.93,0,8.93,0,0.2,0,-6,0.679062,152,18.83,1,Picked
6,9,Normal,59.28,0,59.28,1,0.32,0,-25,0.029761,99,759.9,1,Baseline
6,9,Normal,16.55,0,16.55,0,0.28,0,-6,0.049469,20,33,1,Picked
6,9,Normal,19.88,0,19.88,1,0.07,0,-1,0.003587,58,3.33,1,Picked
6,17,Normal,299.82,0,27.28,0,0.18,0,-49,0.110758,209,289.07,1,Picked
0,14,Normal,40.55,0,40.55,0,0.27,0,-14,0.043786,5,73.58,1,Picked
0,16,Normal,13.52,0,13.52,0,1.73,1,-29,0.026902,1,76.45,1,Picked
0,16,Normal,15.08,0,15.08,1,0.05,1,-29,0.026902,6,1.57,1,Picked
0,18,Normal,1.13,0,1.13,1,0.03,0,-18,0.022645,84,47.9,1,Picked
1,9,Normal,27.33,0,27.33,1,0.15,1,-24,5.073713,5,700.83,1,Baseline
1,16,Normal,37.92,0,37.92,0,0.05,1,-26,0.007434,9,145.27,1,Picked
1,19,Normal,61.2,0,61.2,0,4.9,0,-7,0.001889,53,146.93,1,Picked
1,19,Normal,75.08,0,75.08,0,1.48,0,-53,0.471198,157,13.88,1,Picked
1,20,Normal,15.77,0,15.77,1,0.03,1,-58,0.055961,17,42.17,1,Picked
1,20,Normal,16.83,0,16.83,0,10.33,0,-24,0.171759,65,33.15,1,Picked
1,21,Normal,41.2,0,41.2,0,0.98,0,-49,0.030748,159,24.37,1,Picked
1,22,Normal,19.95,0,19.95,0,0.75,0,-67,0.417258,57,1.33,1,Picked
2,8,Normal,5.52,0,5.52,0,0.45,1,0,4.445001,85,615.8,1,Picked
2,10,Normal,25.33,0,24.63,0,1.6,1,0,0.000806,49,12.75,1,Picked
2,10,Normal,39.88,0,39.18,1,0.03,0,-33,0.000574,9,9.17,1,Picked
2,11,Normal,76.12,0,75.42,1,0.05,0,-14,0.044265,24,36.23,1,Picked
2,11,Normal,103.9,0,103.2,1,0.13,0,-38,0.019506,161,0.9,1,Baseline
2,16,Normal,49.72,0,49.72,1,0.03,0,-40,0.002209,104,89.72,1,Picked
2,17,Normal,13.6,0,13.6,1,0.07,,25,0.287895,217,5.52,1,Picked
4,8,Normal,35.42,0,35.42,0,0.03,0,-28,0.040837,73,65.53,1,Picked
4,12,Normal,3.32,0,3.32,1,0.03,0,-16,0.124563,68,23.43,0,Picked
4,21,Normal,14.62,0,14.62,0,3,1,-42,0.029435,105,263.12,1,Picked
5,13,Normal,127.98,0,127.98,0,3.1,0,-41,0.041436,165,208.5,1,Picked
5,17,Normal,50.45,0,50.45,0,0.33,0,-42,0.553306,219,224.18,1,Picked
5,22,Normal,26.5,0,26.5,1,6.13,0,-4,0.006667,220,285.67,1,Picked
6,15,Normal,55.47,0,55.47,0,0.7,0,7,4.787013,21,955.02,1,Picked
6,15,Normal,51.85,0,51.85,1,0.03,0,4,0.141898,160,29.78,1,Picked
6,19,Normal,46.77,0,46.77,1,0.03,0,-60,0.007346,107,61.67,1,Picked
6,21,Normal,20.65,0,20.65,1,0.28,0,-27,4.233847,1,38.07,0,Baseline
0,13,Normal,4.33,0,4.33,0,0.67,1,-174,0.082815,38,1.35,0,Baseline
0,16,Normal,16.53,0,16.53,1,10.2,0,-55,0.005314,9,195.12,1,Baseline
0,19,Vibrate,28,0,28,0,0.33,0,-6,0.107472,1,190.55,0,Picked
0,20,Vibrate,7.33,0,7.33,1,1.42,1,0,0.040418,114,22.53,1,Picked
1,2,Vibrate,52.23,0,1.43,0,0.08,0,-35,0.247552,221,348.12,1,Picked
1,11,Normal,6.98,0,6.98,1,6.98,1,-174,0.00213,1,95.13,0,Baseline
1,16,Normal,15.5,0,15.5,1,15.5,1,-97,0.000406,1,311.57,0,Baseline
1,18,Normal,21.68,0,20.25,1,21.68,0,-10,0.320035,2,71.83,1,Picked
2,10,Normal,49.32,0,49.32,1,0.03,0,-18,0.01114,34,46.18,1,Picked
2,14,Vibrate,29.9,0,29.9,0,17.52,0,-12,0.028138,3,47.85,1,Baseline
2,20,Normal,18.12,0,18.12,1,0.02,0,-10,0.001013,166,170.68,1,Picked
2,20,Normal,26.83,1,4.88,1,8.72,0,21,0.204744,167,8.72,1,Baseline
2,21,Normal,6.87,0,6.87,0,0.07,1,-61,0.044641,115,60.23,0,Picked
3,12,Normal,11.17,0,11.17,1,0.28,1,-1,5.940237,170,21.77,1,Baseline
3,12,Normal,30.1,0,30.1,1,0.23,1,-156,6.495084,227,1.2,0,Baseline
3,12,Normal,43.83,0,43.83,0,0.13,1,-96,6.038149,228,13.73,0,Picked
3,15,Normal,27.52,1,27.52,1,0.32,0,-20,0.007268,59,128.82,1,Baseline
3,19,Normal,18.93,0,19.67,0,0.22,1,-4,0.00794,116,34.87,1,Picked
4,3,Normal,60.88,1,60.88,0,0.12,0,-59,0.020938,60,354.8,1,Picked
4,8,Vibrate,9.43,0,9.43,0,0.27,0,-23,1.415878,1,305.9,1,Picked
4,9,Vibrate,5.15,0,5.15,1,0.48,0,-32,0.009851,11,11.02,1,Baseline
4,11,Normal,8.5,0,91.47,1,0.1,0,0,0.000047,89,8.92,1,Picked
4,20,Normal,72.72,0,13.78,1,0.05,0,-29,0.001983,39,9.47,1,Picked
5,9,Normal,31.22,0,31.22,1,0.03,0,-3,0.002117,1,784.9,1,Picked
6,11,Vibrate,66.17,0,66.17,1,0.48,0,-4,0.01429,172,1082.58,1,Baseline
6,15,Vibrate,93.5,0,93.5,0,18.62,0,-66,0.119315,10,19.03,1,Picked
6,16,Vibrate,22.28,0,22.28,1,0.08,0,-42,0.004265,4,74.38,1,Picked
6,19,Normal,25.77,0,23.82,0,0.03,0,-12,0.004968,90,175.53,1,Picked
0,8,Normal,30,0,30,1,30,0,-14,0.019214,3,582.38,1,Baseline
0,10,Normal,19.83,0,17.97,0,1.03,1,-25,0.592799,179,96.88,0,Picked
0,10,Normal,26.42,0,24.55,1,0.05,0,-17,0.333124,180,6.58,1,Picked
0,10,Normal,40.27,0,38.4,0,0.17,0,-31,0.002319,181,13.85,1,Picked
0,11,Normal,24.35,0,24.35,1,0.03,0,4,0.047339,3,25.67,1,Picked
0,15,Normal,4.43,0,1.4,0,0.2,1,-50,0.001143,70,57.3,1,Picked
0,16,Normal,3.6,1,3.6,1,0.03,0,-13,0.071043,182,12.87,1,Picked
0,22,Normal,62.72,0,62.72,0,0.58,0,0,0.011603,234,114.7,1,Picked
1,10,Normal,45,0,45,0,0.03,0,-6,4.153807,174,22.03,1,Picked
1,10,Normal,10,0,10,0,10.02,1,-55,0.002523,185,17.03,1,Baseline
1,14,Normal,57.62,0,57.62,0,0.08,0,-47,0.17367,186,214.38,0,Picked
1,15,Normal,58.23,0,58.23,1,0.47,1,-38,0.003864,61,94.85,1,Baseline
1,16,Normal,59.18,0,59.18,1,0.47,1,6,0.02666,62,0.95,0,Baseline
1,16,Normal,82.35,0,82.35,1,0.3,1,6,0.038869,36,5.53,0,Baseline
1,19,Normal,15.93,0,17.43,0,0.33,0,-12,0.102204,120,6.62,1,Picked
1,21,Normal,28.37,0,0,1,0.05,0,0,0.010771,10,135.13,1,Picked
1,23,Normal,5.92,0,10.18,0,0.23,0,-47,0.004349,240,9.22,0,Picked
1,23,Normal,49,0,53.27,0,0.25,0,-65,0.001013,241,43.08,1,Picked
2,9,Normal,63.08,0,58.65,0,0.63,0,0,0.155817,3,21.58,1,Picked
2,11,Normal,73.35,0,73.35,0,0.22,1,-45,0.019605,27,37.42,0,Picked
2,16,Vibrate,6.25,0,6.25,0,0.42,0,107,0.373725,243,315.3,1,Picked
2,19,Normal,17.77,0,17.77,1,0.08,0,-18,0.035334,188,48.88,1,Picked
3,11,Normal,1.15,1,1.15,1,0.47,0,-20,0.018672,1,87.1,1,Baseline
3,11,Normal,2.28,1,2.28,1,0.5,0,0,0.04703,2,1.13,0,Baseline
3,15,Normal,11.25,0,11.25,1,0.33,0,-111,4.368902,5,209,0,Baseline
4,0,Normal,44.5,0,44.5,0,0.82,0,-45,0.000468,245,163.63,1,Picked
4,11,Normal,5.45,0,5.45,1,0.17,1,-81,5.038927,28,21.75,1,Picked
4,14,Normal,41.37,1,37.13,1,0.35,0,0,0.005195,247,0.98,0,Baseline
4,14,Normal,41.9,1,37.67,1,0.18,0,0,0.001712,248,0.53,0,Baseline
4,18,Normal,29.48,0,29.48,1,0.25,1,-41,0.030313,30,204.32,0,Picked
5,8,Normal,45.8,1,45.8,1,0.3,0,-55,0.004769,95,672.77,0,Baseline
5,10,Normal,71.07,0,71.07,1,0.03,0,-16,0.010533,1,140.67,0,Picked
5,16,Normal,12.27,0,12.27,0,0.62,0,-45,0.238304,2,276.17,1,Picked
5,17,Normal,28.67,0,28.67,0,1.22,0,0,3.5241,190,52.5,1,Picked
5,18,Normal,78.88,0,78.88,1,0.07,0,-48,0.234923,77,85.73,1,Picked
6,17,Normal,66.1,0,66.08,0,0.97,1,-176,0.000735,44,89.83,0,Baseline
6,17,Normal,66.83,0,66.82,1,0.47,1,173,0.013787,45,0.73,0,Baseline
0,8,Vibrate,201.1,0,201.1,0,0.12,1,-4,0.018867,96,865.88,0,Picked
0,9,Vibrate,33.55,1,33.55,1,0.47,0,-25,0.044184,3,83.63,1,Baseline
0,10,Vibrate,24.5,1,24.5,1,0.18,0,-3,0.151142,70,3.45,0,Baseline
0,13,Silent,19.32,1,19.32,1,0.48,0,-10,0.003671,178,130.62,1,Baseline
0,14,Silent,59.77,0,59.77,1,0.47,0,2,0.007656,1,2.57,0,Baseline
0,15,Normal,3.25,0,34.83,0,0.67,0,-32,0.136447,6,2.23,0,Picked
0,15,Normal,3.35,0,34.93,1,0.12,0,,0,11,0.1,1,Baseline
0,16,Normal,24.25,0,24.25,0,3.18,1,-38,0.053024,78,3.83,1,Picked
1,8,Normal,61.52,0,61.52,1,0.05,0,0,0.000684,97,76.97,1,Picked
1,9,Normal,25.38,0,25.38,1,0.38,1,16,0.019973,192,35.07,1,Baseline
1,9,Normal,15.63,0,15.63,1,0.03,0,-31,1.128037,6,54.17,0,Picked
1,10,Normal,48.32,0,48.32,0,0.5,1,-2,0.039319,6,1.05,1,Picked
1,11,Normal,81.9,0,81.9,0,0.37,1,-9,0.004604,29,33.58,1,Picked
1,17,Normal,17.15,1,15.92,1,0.48,0,-25,0.000694,3,105.22,1,Baseline
1,21,Normal,18.38,0,18.38,0,0.52,0,-35,0.670502,76,9.55,0,Picked
1,21,Normal,47.67,0,47.67,0,14.37,0,-139,2.209503,77,29.28,1,Picked
2,9,Normal,19.28,0,19.28,0,0.78,0,0,0.484251,8,703.83,1,Picked
2,10,Normal,85.75,0,85.75,1,0.03,0,-5,0.000085,181,66.47,1,Picked
2,17,Normal,6.83,0,6.83,1,0.48,1,179,0.000911,2,21.57,0,Baseline
2,21,Normal,18.92,0,18.92,1,0.05,0,-11,0.347444,14,278.45,0,Picked
3,8,Normal,136.38,0,136.38,0,0.07,0,8,5.76619,3,103.77,1,Picked
3,10,Normal,100.57,0,100.57,0,2.02,0,-35,1.663258,10,109.77,1,Picked
3,12,Normal,43.37,0,43.37,1,0.05,0,3,0.001078,47,53.65,1,Picked
4,9,Normal,12.48,0,12.48,0,1.67,1,2,4.07534,185,24.67,1,Picked
4,10,Normal,19.27,0,19.27,0,0.43,,,0,186,0.63,0,Baseline
5,8,Vibrate,247.65,0,247.65,1,0.05,,1,0.022789,99,1065.12,1,Baseline
5,8,Vibrate,250.52,0,250.52,0,0.08,1,2,5.172109,100,2.87,0,Picked
5,12,Vibrate,115.65,0,115.65,1,0.45,0,2,0.015362,78,224.57,1,Baseline
5,20,Normal,75.62,1,43.23,0,42.58,0,0,0,124,95.45,0,Baseline
5,20,Normal,76.55,0,0.33,0,0.2,0,0,0.030283,125,0.93,0,Picked
6,9,Normal,9.6,0,0.47,1,0.03,0,-6,0.019388,51,720.82,1,Picked
6,11,Normal,29.38,0,29.38,1,0.13,0,-10,0.024097,53,12.68,1,Picked
6,11,Normal,1.27,0,1.27,0,0.78,1,-38,0.033327,41,28.15,1,Picked
6,19,Normal,18.28,0,18.28,1,5.07,0,-31,0.006656,1,118.67,1,Picked
0,6,Normal,10.63,1,10.63,0,10.63,0,,0,8,9.82,0,Baseline
0,7,Normal,62.67,1,62.67,0,62.67,0,,0,10,26.75,0,Baseline
0,11,Normal,67.45,0,67.45,1,0.03,0,-46,0.020275,251,64.85,1,Picked
0,11,Normal,77.78,0,77.78,0,0.8,0,-121,0.000644,81,10.33,1,Picked
0,12,Normal,33.42,0,33.42,0,16.97,0,-8,0.005929,32,57.62,1,Baseline
0,15,Normal,24.13,0,24.13,1,0.48,0,-64,0.044045,12,19.28,1,Baseline
0,16,Normal,38.15,0,38.15,0,1.07,0,-23,0.000082,252,2.35,1,Picked
0,16,Normal,50.52,0,50.52,0,0.4,0,0,0.000939,253,12.37,1,Picked
0,16,Normal,7.17,0,7.17,1,0.48,0,-23,0.011156,83,8.62,1,Baseline
1,7,Normal,11.53,0,0.12,1,0.47,0,1,5.635919,85,527.43,1,Baseline
1,13,Normal,3.02,0,3.02,1,0.42,0,0,0.004305,52,10.17,1,Baseline
1,13,Normal,27.02,0,27.02,0,2.42,0,1,0.006322,190,24,0,Picked
1,16,Normal,74.4,0,74.4,0,0.63,1,-165,0.005793,56,113.13,1,Picked
1,16,Normal,7.87,0,7.87,1,0.03,0,3,0.018167,2,11.07,1,Picked
1,19,Normal,17.52,0,17.52,0,0.08,0,-1,0.010086,193,31.38,0,Picked
2,11,Normal,15.05,0,15.05,0,0.22,0,-30,0.400614,196,0.42,1,Picked
2,13,Normal,66.62,0,66.62,0,3.17,1,-23,0.002918,53,5.85,1,Picked
2,19,Normal,9.68,0,9.68,0,0.27,0,-132,0.073824,199,46.95,0,Picked
3,9,Normal,71.37,0,71.37,1,0.03,0,-48,0.041382,7,59.78,1,Picked
3,16,Normal,10.78,0,10.78,1,0.45,1,-71,0.030037,202,122.25,1,Baseline
3,17,Normal,10.07,0,10.07,0,0.38,1,-127,0.010761,7,68.23,1,Picked
3,18,Vibrate,19.25,0,45.23,0,0.27,1,-9,0.031616,204,37.98,1,Picked
4,12,Vibrate,12.18,1,12.18,1,0.03,0,0,4.593667,45,17.42,1,Picked
4,19,Vibrate,18.32,0,18.32,1,0.47,1,-34,0.001094,80,126.65,0,Baseline
4,20,Vibrate,5.28,0,9.9,0,0.07,0,-39,0.185248,46,38.63,1,Picked
4,21,Vibrate,15.05,0,15.05,1,0.03,,-25,0.319337,26,47.73,1,Picked
4,21,Vibrate,29.82,0,29.82,1,0.03,0,-10,0.039191,47,14.77,1,Picked
5,10,Vibrate,45.2,0,31.08,1,0.48,0,-4,0.061561,59,75.95,0,Baseline
5,10,Vibrate,57.02,0,42.9,1,0.23,0,-15,0.109742,107,1.88,0,Baseline
5,10,Vibrate,8.65,0,8.65,0,0.17,0,-36,0.001159,109,8.92,1,Picked
5,10,Vibrate,11.55,0,11.55,1,0.28,0,-24,0.046497,110,2.9,1,Picked
5,12,Vibrate,21.1,0,21.1,0,4.95,,,0,2,97.08,1,Baseline
5,12,Vibrate,21.38,0,21.38,1,0.07,1,-92,0.275111,3,0.28,0,Baseline
5,13,Normal,27.43,0,27.43,1,0.5,1,-176,4.894137,16,8.23,0,Baseline
5,15,Normal,18.47,0,18.47,0,1.02,1,-105,0.051827,199,91.3,0,Picked
5,15,Normal,29.3,0,29.3,0,0.63,1,1,0.051296,207,10.83,1,Picked
5,17,Normal,20.28,0,20.28,0,0.03,1,-58,0.072645,209,49.65,1,Picked
6,10,Normal,39.7,0,39.7,0,0.25,1,179,4.128217,83,41.47,0,Picked
6,14,Normal,7.95,1,7.95,1,7.95,0,-3,0.013743,84,179.62,0,Baseline
6,15,Vibrate,2.03,0,11.1,0,1.08,0,0,0.00034,201,35.07,0,Picked
6,15,Vibrate,3.87,0,12.93,1,0.03,0,-55,0.073022,202,1.83,1,Picked
6,19,Vibrate,22.43,0,20.07,1,17.12,0,-36,0.000386,215,176.9,1,Baseline
0,13,Vibrate,22.83,0,22.83,1,0.03,,-89,0.102243,219,86.43,1,Picked
0,16,Silent,11.23,1,11.23,1,0.5,0,0,0.0412,4,0.75,0,Baseline
0,16,Silent,11.92,1,11.92,1,0.37,0,0,0.002842,5,0.68,0,Baseline
0,17,Silent,5.85,0,5.85,1,0.03,1,-18,0.298709,85,31.07,0,Picked
1,15,Normal,165.17,0,165.17,1,0.07,1,-144,4.149318,222,190.83,1,Baseline
1,17,Normal,114.22,0,114.22,1,0.15,1,-14,0.032398,18,90.03,1,Baseline
1,21,Normal,0.78,0,0.78,0,0.4,0,-48,0.004597,84,20.3,0,Picked
2,10,Normal,9.73,0,9.73,0,3.15,0,-2,4.207819,225,73.3,1,Picked
2,10,Normal,39,0,39,0,2.02,0,-30,0.007211,210,3.02,1,Picked
2,13,Normal,43.95,0,43.95,1,0.05,0,-3,2.657491,1,49.02,1,Picked
2,18,Normal,12.47,0,4.7,0,0.5,0,-49,0.06277,86,209.12,1,Picked
3,9,Vibrate,8.67,0,8.67,1,7.22,0,0,0.040674,3,0.72,0,Baseline
3,9,Vibrate,14.93,0,14.93,1,13.48,0,0,0.001317,87,6.27,0,Baseline
3,9,Vibrate,15.73,0,15.73,1,14.28,0,0,0.010261,88,0.8,0,Baseline
3,10,Vibrate,27.93,0,27.93,0,4.75,0,-48,0.114669,88,17.4,0,Picked
3,13,Normal,14.1,0,14.1,1,0.05,0,-18,0.02122,20,1.28,1,Baseline
3,13,Normal,3.75,0,3.75,0,0.17,1,-56,5.02277,257,38.42,0,Picked
3,17,Normal,25.72,0,25.72,0,0.67,1,-22,0.012534,258,62.7,1,Picked
3,19,Vibrate,13.87,0,67.38,1,0.03,0,-8,0.170055,64,15.03,1,Picked
4,8,Vibrate,10.43,0,10.43,0,0.05,0,-65,0.04551,117,647.72,1,Picked
4,9,Vibrate,52.22,0,52.22,0,0.35,0,-15,0.019272,118,41.78,1,Picked
4,10,Vibrate,20.5,0,20.5,1,0.27,,-145,0.00274,227,90.03,0,Picked
