Day,Hour,RingerMode,RingerModeChangedMin,Charging,ChargingChangedMin,ScreenOn,ScreenChangedMin,Proximity,Pitch,MaxAcc,CalledHowManyTimes,TimeSinceLastCall,LastCallPicked,Picked
0,18,Normal,23.53,0,23.53,0,21.85,1,,0.053452,291,22.37,0,Baseline
0,19,Normal,3.8,0,3.8,1,3.8,0,4,0.016822,292,51.53,0,Baseline
1,11,Normal,16.82,0,16.82,0,12.57,0,0,0.006152,295,170.73,0,Baseline
1,16,Normal,5.73,1,5.73,0,1.38,0,1,0.029687,1,230.78,0,Picked
1,17,Normal,9.27,1,9.15,0,1.05,0,0,0.041026,297,40.68,1,Baseline
1,17,Normal,26.93,0,26.93,0,3.77,0,0,0.06222,298,47.78,0,Baseline
1,18,Normal,2.98,0,2.98,0,0.4,1,127,0.257292,299,4.33,0,Baseline
2,7,Vibrate,28.9,0,28.9,0,2.13,0,0,0,302,728.55,0,Baseline
2,7,Vibrate,53.77,0,53.77,0,24.35,1,0,0,303,24.87,0,Baseline
2,8,Normal,14.5,0,14.75,0,2.97,0,-1,0.008918,304,61.13,0,Baseline
2,11,Vibrate,21.5,0,21.5,0,3.07,0,-1,0.016358,305,61.37,1,Baseline
2,12,Vibrate,7.4,0,7.4,1,0.3,,0,0.095112,307,21.25,0,Baseline
2,12,Normal,17.4,0,25.63,0,0.25,1,29,0.046866,4,14.28,0,Picked
2,12,Normal,31.45,0,39.68,0,0.45,0,-1,0.445876,11,14.05,1,Picked
2,15,Vibrate,7.9,0,7.9,1,0.47,0,-42,0.015738,310,9.62,0,Baseline
2,17,Vibrate,28.1,0,0.1,1,0.1,0,-17,0.024803,311,174.98,0,Baseline
2,18,Normal,1.33,0,2.82,0,0.35,0,-12,0.013012,23,3.58,0,Picked
3,7,Vibrate,21.37,0,21.37,0,2.22,0,-6,0.001055,314,730.97,1,Baseline
3,7,Vibrate,12.02,0,12.02,1,0.03,0,-2,0.526867,315,26.73,0,Baseline
3,12,Normal,25.77,0,0.58,1,0.58,1,39,0.015375,320,21.05,0,Baseline
3,13,Normal,30.28,0,30.28,0,0.17,0,0,0.042096,9,32.83,1,Picked
3,14,Normal,6.98,0,6.98,1,2.62,0,-13,0.003141,2,16.5,0,Baseline
3,18,Normal,13.12,0,4.12,1,0.03,0,-56,0.056205,322,238.63,0,Baseline
3,18,Normal,46.53,0,37.53,0,0.23,1,34,2.455726,25,11.7,0,Picked
4,7,Vibrate,19,0,19,1,0.03,0,-5,0.220276,325,731.8,1,Baseline
4,7,Vibrate,45.17,0,45.17,0,25.65,0,-1,0.184341,326,26.17,0,Baseline
4,8,Normal,8.2,0,110.9,0,5.68,0,-1,0.049145,327,5.72,1,Baseline
4,9,Normal,21.6,0,21.6,1,0.03,0,-1,0.02889,6,41.83,0,Picked
4,9,Normal,2.13,0,2.13,1,0.03,0,0,0.259403,1,16.83,0,Picked
4,11,Vibrate,1.23,0,12.17,1,3.68,0,-2,0.01509,330,0,0,Baseline
4,18,Normal,1.82,0,1.82,0,0.08,0,-28,0.242709,29,31.63,1,Picked
4,19,Normal,12.38,0,12.38,1,0.03,0,0,0.005685,335,10.57,1,Baseline
4,23,Normal,136.1,0,136.1,0,0.35,0,-1,1.928981,3,250.08,0,Picked
5,17,Normal,5.13,0,5.13,0,0.32,1,0,0.425086,336,1073.62,1,Picked
6,17,Normal,9.48,0,9.48,0,0.67,1,6,0.017371,31,2.37,0,Picked
0,7,Vibrate,77.03,0,54.05,1,0.03,0,3,0.199329,340,19.5,0,Baseline
0,8,Vibrate,157.72,0,134.73,1,0.17,0,-5,0.212342,2,80.68,0,Baseline
0,9,Vibrate,194.33,0,171.35,1,0.98,0,-141,0.222865,341,36.62,0,Baseline
0,11,Normal,57.97,0,57.97,1,0.03,0,-2,0.281092,342,62.67,0,Baseline
0,13,Normal,18.37,0,18.37,1,0.5,1,-26,3.827597,3,90.12,0,Baseline
0,14,Normal,15.08,0,15.08,0,1,0,0,2.74872,1,13.13,1,Picked
0,18,Normal,10.95,0,10.95,1,0.03,1,50,0.006139,344,19.05,0,Baseline
1,7,Vibrate,157.47,0,66.75,0,25.95,0,0,0.010957,346,755.83,1,Baseline
1,13,Normal,19.57,0,19.57,1,0.48,1,52,0.014151,3,20.38,1,Baseline
1,16,Normal,13.72,0,13.72,0,0.07,0,-3,0.000232,12,36.4,0,Picked
1,18,Normal,8.58,0,8.58,1,0.03,0,0,0.008611,351,44.28,0,Baseline
2,13,Normal,25.78,0,25.78,1,0.03,1,-45,0,355,41.82,1,Baseline
2,18,Normal,22.03,0,7.93,1,0.03,1,108,0.013709,356,182.92,1,Baseline
2,18,Normal,43.75,0,29.65,0,1.53,1,109,0.254938,357,21.72,0,Baseline
3,7,Vibrate,192.3,0,29.43,0,5.85,0,-1,0.012366,359,754.52,1,Baseline
3,9,Vibrate,325.57,0,162.7,1,0.3,0,-2,1.849703,1,133.27,0,Baseline
3,9,Vibrate,333.53,0,170.67,1,0.65,0,-129,0.006177,360,7.97,0,Baseline
3,10,Normal,2.47,0,2.5,0,0.02,0,0,0.010838,3,24.37,0,Picked
3,14,Vibrate,7.18,0,9.45,1,0.03,0,0,0.129812,362,9.37,0,Baseline
3,15,Normal,1.72,0,1.72,0,1.47,0,0,1.674147,1,65.07,0,Picked
4,11,Vibrate,8.28,0,8.28,1,0.22,0,-1,2.300088,1,41.3,0,Baseline
4,11,Vibrate,0.38,0,0.38,1,0.38,0,2,0.430263,366,14.1,0,Baseline
4,14,Normal,6.28,0,6.28,0,0.28,0,0,0.41523,3,20.23,1,Picked
4,17,Normal,24.47,0,24.47,0,0.93,0,0,0.046653,369,193.88,1,Picked
5,11,Normal,45.75,0,103.85,0,1.77,,-40,0.203002,4,1082.58,1,Picked
0,8,Vibrate,44.93,0,44.93,1,0.03,0,-1,0.004181,373,63.05,0,Baseline
0,10,Vibrate,57.68,0,59.12,0,1.75,0,1,0.455165,374,39.4,0,Picked
0,18,Normal,67.28,0,67.28,0,5.03,0,0,0.007003,379,33.9,0,Baseline
1,7,Vibrate,43.03,0,43.03,0,4.1,1,7,0.102236,380,737.75,0,Baseline
1,18,Vibrate,5.27,1,5.27,1,0.03,0,0,0.244634,388,80.07,1,Baseline
1,18,Normal,0.08,0,0.08,1,0.08,0,-22,0.022362,389,23.05,0,Baseline
2,7,Vibrate,35.97,0,35.97,0,25.2,1,-6,0.007461,392,25.72,0,Baseline
2,8,Normal,4.63,0,15.5,1,4.7,0,0,0.095985,394,15.95,0,Baseline
2,11,Normal,29.05,0,29.05,1,0.05,0,0,0.063315,395,192.25,0,Baseline
2,18,Normal,4.4,0,4.38,0,1.2,0,115,0.188794,398,16.93,0,Baseline
3,8,Vibrate,68.7,0,68.7,1,0.37,0,-16,0.162918,401,51.12,0,Baseline
3,18,Normal,38.72,0,38.72,1,0.03,1,149,0.161181,409,36.88,0,Baseline
3,19,Normal,18.45,0,18.45,1,0.05,0,-1,0.040613,410,22.62,0,Baseline
4,7,Vibrate,18.07,0,18.07,0,18.07,0,0,0.007782,413,25.13,0,Baseline
4,9,Vibrate,6.6,0,6.6,0,6.6,0,-2,0.000142,415,45.07,0,Baseline
4,11,Normal,2.65,1,2.65,1,0.7,0,-80,0.015151,417,123.83,0,Baseline
4,16,Normal,4.1,0,4.1,1,0.03,0,-1,0,422,25.05,0,Baseline
4,16,Normal,13.92,0,13.92,0,0.43,0,-12,0.147848,423,9.82,0,Picked
4,18,Normal,10.47,0,10.47,1,0.03,0,1,0.089218,426,24.62,0,Baseline
5,19,Normal,26.82,0,26.82,0,0.2,0,-27,0.080402,428,139.57,1,Picked
5,21,Normal,44.15,0,44.15,1,0.08,0,-1,0.00899,10,128.67,1,Baseline
0,7,Vibrate,65.03,0,65.03,0,21.38,0,0,0,430,21.92,0,Baseline
0,18,Normal,4.67,0,4.67,1,0.05,1,162,0.226157,438,47.62,0,Baseline
0,18,Normal,16.95,0,16.95,1,0.4,0,96,0.168846,439,12.28,0,Baseline
0,18,Normal,25,0,25,0,7.58,1,99,0.111579,440,8.05,0,Baseline
1,7,Vibrate,20.3,0,20.3,0,7.18,0,2,0.272963,443,721.35,1,Baseline
1,7,Vibrate,44.92,0,44.92,1,0.05,1,-1,0.003671,444,24.62,0,Baseline
2,7,Vibrate,1.45,0,1.45,1,1.45,0,-96,0.016375,448,781.2,0,Baseline
2,16,Normal,23.8,0,4.62,1,0.03,1,148,0.077484,450,49.67,1,Baseline
2,16,Normal,8.13,0,8.13,1,0.03,0,-171,0.008671,451,27.67,0,Baseline
3,7,Vibrate,2.13,0,2.13,1,0.03,0,-9,0.218965,454,794.57,0,Baseline
3,18,Vibrate,6.7,0,6.7,1,0.03,,-1,0.005647,455,681.48,0,Baseline
4,7,Vibrate,57.7,0,57.7,0,1.57,0,-8,0.223206,456,735.62,0,Baseline
4,12,Normal,11.38,1,11.38,1,1.12,0,0,0.030311,459,87.28,1,Baseline
4,18,Normal,8.3,0,5.85,1,0.03,0,-1,1.958818,461,334.9,0,Baseline
0,7,Vibrate,0.02,0,0.02,0,21.15,0,-3,0.003562,465,21.68,0,Baseline
0,11,Normal,20.93,0,20.93,0,0.25,0,-1,0.00783,16,95.12,0,Picked
0,12,Normal,1.72,0,1.72,1,0.03,0,-1,0.026737,467,9.8,1,Baseline
0,13,Normal,10.9,1,10.9,0,10.9,0,-1,0.002937,468,117.37,0,Baseline
1,7,Vibrate,11.23,0,11.23,1,0.03,1,-3,0.000669,470,20.4,0,Baseline
1,11,Normal,19.18,1,19.18,0,0.12,1,,0,474,0.37,1,Picked
2,12,Normal,25.97,0,8.97,1,0.05,1,-112,0.043911,480,31.68,0,Baseline
3,7,Vibrate,9.65,0,9.65,0,9.65,0,0,0.013561,482,1051.7,0,Baseline
3,7,Vibrate,0.1,0,0.1,0,0.1,0,0,0.407061,483,26.7,0,Baseline
3,18,Normal,0.87,1,0.87,1,0.03,0,0,0.008965,484,682.55,0,Baseline
4,11,Normal,0.98,1,0.98,1,0.05,0,0,0.091044,486,42.18,0,Baseline
4,21,Normal,22.93,0,22.93,0,0.37,1,104,0.034102,1,154.87,0,Picked
0,18,Normal,7.03,0,6.3,1,0.03,1,115,0.052352,489,348.8,1,Baseline
1,7,Vibrate,43.2,0,43.2,0,4.03,0,-7,0.00708,492,730.67,0,Baseline
1,7,Vibrate,15.05,0,15.05,0,15.05,0,-10,0.158722,493,28.07,0,Baseline
1,12,Normal,3.38,0,3.38,1,0.07,0,81,0.024661,496,67.78,1,Baseline
1,13,Normal,37.83,0,37.83,1,0.03,1,76,0.19772,5,48.02,0,Picked
1,16,Normal,28.42,1,28.42,1,0.03,0,-1,0.000926,497,174.95,1,Picked
1,17,Normal,17.57,1,17.57,0,0.93,0,0,0.007156,498,71.9,1,Picked
1,21,Normal,93.12,0,93.12,1,0.12,1,-179,0.044294,502,129.38,0,Baseline
2,7,Vibrate,22.42,0,22.42,0,22.28,1,1,0.003199,503,623.87,0,Baseline
2,12,Normal,9.58,0,8.4,1,3.48,0,-28,0.042339,505,288.83,0,Baseline
2,18,Normal,6.77,0,6.77,1,0.05,1,77,0.024368,507,325.07,0,Baseline
3,7,Vibrate,27.65,0,27.65,0,6.93,1,-4,0.005542,510,729.85,0,Baseline
3,7,Vibrate,51.37,0,51.37,1,0.03,1,0,0.164414,511,23.72,0,Baseline
3,10,Normal,50.7,0,50.7,0,20.52,0,-1,0.002689,513,102,0,Baseline
3,12,Normal,36.33,0,36.33,0,0.15,0,0,0.063102,1,17.47,0,Picked
3,18,Normal,17.63,0,17.63,0,2.22,1,121,0.112425,518,19.22,0,Baseline
3,19,Normal,0.63,0,0.63,1,0.63,0,0,0.017267,519,43.55,0,Baseline
4,7,Vibrate,3.95,0,3.95,0,3.95,1,-7,0.006662,520,760.47,0,Baseline
4,10,Normal,4.43,0,21.22,1,0.03,0,-1,0.027622,521,139.62,0,Baseline
4,18,Normal,2.92,0,2.92,0,2.92,0,0,0.030895,523,332.27,0,Baseline
4,18,Normal,16.3,0,16.3,0,1.43,0,0,1.827124,524,13.38,0,Picked
5,14,Normal,20.07,0,20.07,0,0.18,0,0,0,1,20.05,0,Picked
5,14,Normal,38.63,0,38.63,0,0.75,0,-1,4.08507,40,18.57,1,Picked
5,14,Normal,49.53,0,49.53,0,1.33,0,-1,0.002838,526,10.9,1,Picked
0,8,Vibrate,20.8,0,20.8,1,0.28,0,3,0.007286,531,28.22,0,Baseline
0,12,Normal,4.17,1,4.17,0,1.48,0,0,0.13567,533,182.73,0,Baseline
0,12,Normal,8.32,0,8.32,1,0.03,0,-1,0.026302,534,31.95,0,Baseline
0,13,Normal,15.77,0,15.77,1,0.33,0,-1,0.001292,535,60.42,0,Baseline
0,14,Vibrate,53.27,0,53.27,1,0.5,0,-122,0.009303,3,70.88,0,Baseline
0,14,Vibrate,4.73,0,4.73,1,0.03,1,-136,0.050294,536,7.77,0,Baseline
1,8,Normal,0.12,0,39.82,0,0.07,1,54,0.037777,541,804.85,0,Baseline
1,16,Normal,11.55,1,11.55,1,0.03,1,-1,0.147502,544,216.58,0,Baseline
1,18,Normal,24.25,0,24.25,0,20.92,1,101,0.158705,546,21.43,0,Baseline
1,19,Normal,1.08,0,1.08,1,1.08,0,-42,0.059951,547,38.75,0,Baseline
2,7,Vibrate,4.73,0,4.73,0,3,0,-10,0.008297,548,729.87,0,Baseline
2,8,Vibrate,88.53,0,88.53,0,12.57,1,0,0.00686,551,31.77,0,Baseline
2,10,Normal,7.13,0,7.13,1,0.13,0,-2,0.061384,553,60.8,0,Baseline
3,8,Vibrate,111.48,0,111.48,1,0.03,1,8,0.246395,559,46.13,0,Baseline
3,10,Normal,15.83,0,83.85,1,3.13,0,-1,0.006779,5,82.6,0,Baseline
3,12,Normal,16.25,0,16.25,0,0.52,0,-1,0.070007,562,41.48,0,Baseline
3,15,Normal,15.53,0,56.85,1,0.4,0,-43,0.0094,2,0.1,0,Baseline
3,17,Normal,0.88,0,52.67,0,0.85,0,-1,0.000172,564,135.62,0,Baseline
3,18,Normal,30.27,0,82.05,0,2.47,0,-1,0.021933,565,16.22,0,Baseline
4,10,Normal,0.83,0,13.82,1,0.47,0,-1,0.022212,6,112.07,0,Baseline
4,11,Normal,18.32,0,18.32,0,2.25,0,-1,0.018257,568,47.7,0,Baseline
4,12,Normal,9.83,0,9.83,0,0.28,1,87,2.268658,4,33.67,0,Picked
4,19,Normal,0.37,0,0.37,1,0.05,0,0,0.066817,577,18.25,0,Baseline
4,19,Normal,0.12,0,0.12,0,0.12,1,4,0.059364,8,14.27,0,Baseline
6,13,Normal,7.32,0,7.32,0,2.07,0,-10,1.647087,44,1094.33,0,Picked
0,12,Normal,5.57,0,5.57,0,5.57,0,-1,0.017655,582,169.82,0,Baseline
0,18,Normal,3.27,0,3.27,1,0.03,0,-36,0.032731,585,259.87,0,Baseline
0,19,Normal,10.83,0,10.83,0,1.32,0,0,2.524301,1,12.83,0,Picked
1,15,Normal,5.23,1,5.23,0,0.9,0,0,0.003131,1,293.13,0,Picked
2,7,Vibrate,19.78,0,19.78,1,0.03,0,-1,0.611784,594,18.83,0,Baseline
2,11,Vibrate,14.9,0,14.9,0,4.37,0,0,0.200027,595,187.25,1,Baseline
2,15,Vibrate,3.97,0,3.97,1,0.07,0,2,2.428882,1,200.72,0,Baseline
2,17,Normal,4.77,0,4.77,1,0.1,0,-1,0.014636,598,69.27,0,Baseline
2,18,Normal,12.5,1,12.5,1,0.03,0,0,0.009926,600,37.4,0,Baseline
3,8,Normal,11.1,0,11.1,1,0.75,0,-1,0.021226,602,80.27,0,Baseline
3,10,Normal,28.28,0,28.28,0,28.28,1,-1,0.001049,603,81.82,0,Baseline
3,16,Normal,53.2,0,53.2,0,0.98,0,-1,3.956791,608,161.82,0,Picked
4,9,Normal,43.22,0,93.13,1,0.03,0,-1,0.042811,614,11.78,0,Baseline
4,18,Normal,7.93,0,6.55,1,0.03,1,67,0.00575,618,14.57,1,Baseline
4,18,Normal,8.33,0,8.33,1,0.03,1,66,0,48,8.93,0,Picked
4,18,Normal,16.75,0,16.75,1,0.03,1,69,0.241964,619,8.42,1,Baseline
6,19,Normal,52.9,0,52.9,1,0.48,0,-6,2.305818,19,310.85,1,Baseline
0,0,Normal,15.67,1,8.72,0,4.27,0,0,0.027244,15,110.85,1,Picked
0,17,Normal,0.52,0,0.52,1,0.52,0,-68,2.574389,1,512.88,1,Baseline
1,12,Normal,40.72,0,40.72,0,2.27,1,30,0.178912,637,76.62,0,Picked
2,11,Vibrate,19.17,0,19.17,1,0.48,1,175,0.035127,6,15.07,0,Baseline
2,18,Vibrate,11.78,1,11.78,0,8.1,0,0,0.028559,645,45.63,0,Baseline
2,18,Vibrate,2.98,1,2.98,0,2.98,0,-1,0.006885,646,19.48,0,Baseline
2,19,Vibrate,6.03,1,6.03,0,0.1,0,2,1.791473,647,43.02,0,Picked
3,7,Vibrate,12.37,0,12.37,1,0.03,0,-10,0.186916,649,27.12,0,Baseline
3,8,Vibrate,13.55,0,13.55,0,0.15,1,-2,0.058758,650,31.45,0,Baseline
3,12,Normal,19.77,1,19.77,1,0.13,0,-1,0.031171,652,46.27,1,Baseline
3,13,Normal,30.13,0,30.13,1,0.07,0,-5,0.006287,654,66.73,0,Baseline
3,15,Normal,3.52,1,3.52,0,0.62,0,0,0,2,0.97,0,Baseline
4,8,Normal,4.28,0,4.28,1,0.03,0,-1,0.022318,657,49.75,1,Picked
4,11,Normal,24.23,0,24.23,0,0.58,0,0,1.750968,2,126.08,0,Picked
4,11,Normal,26.68,0,26.68,0,0.63,0,0,0.028145,3,2.45,1,Picked
4,13,Normal,8.55,1,0.25,1,0.42,0,0,0.012274,662,47.78,0,Baseline
4,18,Normal,2.32,0,2.32,1,0.03,1,-8,0.039477,663,271.4,0,Baseline
4,18,Normal,2.98,0,2.98,1,0.07,1,-1,0.221585,664,0.67,0,Baseline
4,18,Normal,38,0,38,1,0.03,0,162,0.21663,665,35.02,0,Baseline
0,12,Normal,1.1,1,1.1,1,1.1,0,0,0.199492,5,14.97,0,Baseline
0,12,Normal,1.52,0,1.52,0,1.52,0,-2,0.014773,671,14.83,0,Baseline
1,11,Normal,5.5,0,5.5,1,0.03,0,0,0.055751,678,122.77,0,Baseline
1,18,Normal,16.32,1,16.32,1,0.08,0,0,0.018134,681,167.07,0,Baseline
1,20,Normal,5.17,0,5.17,0,1.53,0,0,0.158129,683,6.73,0,Picked
2,12,Normal,10.03,0,10.03,1,0.03,1,83,2.043786,688,36.98,0,Baseline
2,15,Normal,21.4,1,21.4,1,0.85,0,-12,0.002153,690,127.32,0,Baseline
2,19,Normal,5.27,0,5.27,1,0.05,0,0,0.065403,694,39.25,0,Baseline
3,7,Vibrate,18.6,0,18.6,1,0.63,0,-152,0.201869,695,731.5,0,Baseline
3,11,Normal,13.65,1,13.65,1,0.03,0,0,0.058484,699,174.25,1,Baseline
3,14,Vibrate,3.3,0,3.3,1,3.3,0,1,0.30896,701,136.67,0,Baseline
3,17,Normal,19.08,0,19.08,1,0.03,0,-2,0.07295,703,93.45,0,Baseline
3,18,Normal,6.25,0,6.25,0,3.95,1,5,0.156627,704,18.37,0,Baseline
3,21,Normal,10.9,0,10.9,0,1.75,0,0,0.121647,706,170.2,0,Picked
4,7,Vibrate,5.02,0,5.02,1,0.03,,-5,0.315727,708,23.68,0,Baseline
4,9,Normal,2.43,0,2.43,1,2.43,,-1,0.118284,710,54.87,0,Baseline
4,12,Normal,0.83,0,0.83,0,0.7,0,-35,0.002068,711,40.32,1,Picked
4,12,Normal,1.58,0,1.58,1,0.07,1,-20,0.017585,9,26.52,1,Baseline
4,18,Normal,6.63,0,6.63,0,0.18,0,-47,0.094153,713,19.18,0,Baseline
1,14,Normal,13.22,1,13.22,0,0.82,0,0,0.170655,3,1.1,1,Picked
2,12,Normal,25.9,0,4.27,0,0.4,0,169,0.270484,5,131.33,1,Picked
3,7,Vibrate,6.92,0,6.92,1,0.03,0,-6,0.170289,716,502.7,1,Baseline
3,8,Vibrate,9.62,0,9.62,1,0.05,1,21,2.204937,718,44.25,0,Baseline
3,12,Normal,21.08,0,21.08,0,1.13,1,179,0.011474,721,27.97,0,Baseline
3,15,Normal,4.78,1,4.78,1,0.15,0,0,0.000272,1,80.6,0,Baseline
3,16,Normal,24.75,1,24.75,0,0.97,0,0,0.010565,55,56.63,0,Picked
3,19,Vibrate,28.22,0,28.22,1,3.25,0,-70,0.012963,724,44.48,0,Baseline
4,11,Normal,8.15,1,8.15,0,4.33,,0,0.03173,729,45.58,0,Baseline
4,12,Normal,5.68,0,4.2,0,1.47,1,166,0.085009,731,25.3,0,Baseline
4,18,Normal,7.23,0,7.23,0,0.65,1,3,3.114699,734,266.88,0,Picked
5,18,Normal,2.13,0,2.13,0,0.92,0,-43,0.006613,3,358.97,1,Picked
0,12,Normal,17.18,0,4.25,1,0.03,0,1,0.044101,741,22.6,0,Baseline
0,16,Normal,0.48,1,0.48,0,0.48,0,0,0.00311,743,186.43,0,Baseline
0,18,Normal,22.73,0,22.73,1,0.07,0,110,2.194207,745,22.72,0,Baseline
1,7,Vibrate,0.17,0,0.17,0,0.17,,-176,0.001665,747,729.53,1,Baseline
1,20,Normal,0.67,0,0.67,0,0.1,1,-37,1.512119,750,153.78,0,Picked
1,21,Normal,3.28,0,3.28,0,0.25,1,72,0.146592,57,1.37,1,Picked
2,8,Vibrate,12.6,0,12.6,0,12.6,1,0,0.481113,752,94.68,0,Baseline
2,15,Normal,0.48,1,0.48,1,0.35,0,0,0.077414,1,393.28,0,Baseline
5,13,Normal,19.52,0,22.03,0,1.27,1,173,0.016948,2,38.78,1,Picked
5,15,Normal,25.58,0,25.58,1,0.03,0,0,0.011898,756,126.72,1,Picked
6,16,Normal,9.3,0,9.3,0,0.83,0,-39,0.058421,4,28.48,0,Picked
0,18,Normal,8.43,0,7.87,1,0.03,1,-7,0,764,196.15,0,Baseline
0,18,Normal,5.58,0,5.58,0,0.85,0,-10,0.006396,62,6.3,0,Picked
1,7,Vibrate,6.87,0,6.87,0,6.42,0,-7,0.420084,769,589.3,0,Baseline
1,10,Normal,0.1,0,0.1,1,0.1,0,0,0.007357,1,175.45,0,Baseline
1,10,Normal,14.17,0,14.17,0,14.17,0,0,0.003791,771,15.77,0,Baseline
1,11,Normal,3.28,0,3.28,0,0.78,0,0,0.000903,7,6.78,0,Picked
1,12,Normal,22.75,1,22.75,0,22.75,0,0,0.068366,772,55.92,1,Baseline
1,12,Normal,1.33,0,1.33,0,0.77,,-37,0.046507,773,29.8,0,Picked
1,14,Vibrate,2.32,0,2.32,0,0.05,,-155,0.235539,774,140.37,1,Picked
1,19,Normal,26.03,0,26.03,0,0.45,0,-64,1.557546,777,36.38,0,Picked
2,7,Vibrate,39.85,0,39.85,1,0.15,0,-142,0,781,25.02,0,Baseline
2,10,Normal,0.65,0,0.65,1,0.65,,0,0.001076,2,44.67,1,Baseline
2,13,Normal,3.35,1,3.35,0,0.03,0,0,0.000371,67,4.8,1,Picked
2,16,Normal,14.28,0,14.28,1,0.05,0,-54,0,788,70.75,0,Baseline
2,18,Normal,1.08,0,1.08,1,0.03,0,-33,0.200125,790,11.77,0,Baseline
2,22,Normal,2.53,0,0.03,1,2.53,0,0,0.009807,5,232.7,0,Baseline
3,15,Normal,9.27,0,9.27,1,0.5,0,-43,0,1,172.48,0,Baseline
3,18,Normal,12.4,0,12.4,1,0.05,0,17,0.056789,802,17.68,0,Baseline
3,19,Normal,1.63,0,1.63,0,0.18,1,60,2.333349,806,8.03,0,Picked
4,7,Vibrate,22.65,0,22.65,0,22.65,1,169,0.110933,807,705.18,1,Baseline
4,9,Normal,11.98,0,11.98,0,1.35,,0,0.032922,4,116.87,0,Picked
5,11,Vibrate,3.73,0,3.73,0,1.05,0,-1,1.52272,17,966.75,0,Picked
2,18,Normal,0.5,0,0.5,0,0.5,0,-45,0.023318,814,176.93,1,Baseline
4,17,Normal,1.97,0,0.68,1,1.1,0,-12,2.681202,7,106,0,Picked
0,8,Vibrate,44.75,0,44.75,1,0.28,0,17,0.077601,821,22.05,0,Baseline
0,9,Vibrate,3.47,0,3.47,1,0.03,1,133,0.173335,822,60.53,0,Baseline
0,10,Normal,4.08,0,4.08,1,0.43,0,0,0.033572,2,71.93,0,Baseline
0,15,Normal,10.35,1,10.35,1,4.92,0,0,0.00718,8,196.85,0,Baseline
0,18,Normal,3.02,0,3.02,0,2.68,0,17,0.00285,824,165.32,0,Baseline
1,12,Normal,9.42,0,9.42,0,0.22,1,178,2.492543,8,51.7,0,Picked
1,12,Normal,0.6,0,0.6,1,0.03,1,173,1.705694,8,5.73,1,Picked
1,13,Normal,32.92,0,32.92,0,0.28,0,-2,0.021503,832,44.92,1,Baseline
1,18,Normal,6.03,0,6.03,0,5.5,1,-179,0.00173,835,23,0,Baseline
2,11,Normal,40.48,0,40.48,1,0.05,0,-1,0.003197,841,106.62,0,Baseline
3,8,Vibrate,14.45,0,14.43,1,0.03,0,0,0.256792,846,28.83,0,Baseline
3,8,Vibrate,28.98,0,28.97,1,0.25,1,101,0.126039,847,14.53,0,Baseline
3,12,Normal,28.53,0,28.53,0,0.8,0,0,2.016445,74,32.73,0,Picked
3,16,Normal,11.18,1,11.18,1,0.05,0,0,0.070354,850,132.25,1,Baseline
3,18,Normal,10.18,0,10.18,0,0.12,1,104,1.656353,77,11.07,0,Picked
3,19,Normal,58.4,0,58.4,0,0.2,1,105,2.498357,853,48.22,1,Picked
5,11,Vibrate,0.22,0,0.22,1,0.22,0,3,0.020373,2,976.32,1,Baseline
5,12,Normal,17.6,0,17.6,1,0.1,0,-1,2.768349,20,58.73,0,Picked
6,16,Normal,9.95,0,9.95,0,0.82,0,0,0.012273,84,19.9,1,Picked
0,7,Vibrate,44.25,0,44.25,0,4.82,0,-1,0.13738,854,902.95,1,Baseline
0,8,Vibrate,7.97,0,7.97,0,1.82,0,0,0.255522,856,71.17,0,Baseline
1,12,Normal,3.15,1,3.15,0,1.52,0,0,0.010464,862,89.05,0,Baseline
1,19,Normal,5.25,0,5.25,1,0.3,0,-24,0,85,5.8,0,Picked
2,8,Vibrate,3.62,0,3.62,1,0.37,0,-10,0.090402,871,51.62,0,Baseline
2,11,Normal,20.67,0,20.67,0,11.3,0,0,0.030483,872,210.25,0,Baseline
2,13,Normal,5.52,0,5.52,1,0.03,0,0,0.011913,873,110.02,0,Baseline
2,15,Normal,4.67,1,4.67,1,0.03,0,0,0.081904,874,72.72,0,Baseline
2,18,Normal,1.35,0,1.35,0,1,0,-21,0.217532,86,2.08,0,Picked
2,18,Normal,9.73,0,9.73,0,0.55,1,105,0,87,10.3,0,Picked
2,19,Normal,24.05,0,24.03,0,0.37,1,68,2.790604,879,7.55,1,Picked
3,8,Vibrate,0.48,0,18.7,0,0.18,0,0,0.002837,880,767.87,1,Baseline
3,11,Normal,8.6,0,8.6,1,0.07,0,-1,0.027661,89,127.08,0,Baseline
3,11,Normal,26.13,0,26.13,1,0.5,0,0,0.077103,3,17.53,0,Baseline
3,12,Normal,11.37,0,11.37,0,8.53,0,-1,0.001389,882,25.07,0,Baseline
3,12,Normal,9.88,0,9.88,0,0.7,0,0,0.074982,4,34.85,0,Picked
3,16,Normal,27.32,1,27.32,0,0.28,0,0,0.011448,884,146.73,0,Baseline
3,19,Normal,0.05,0,0.05,1,0.05,0,0,0.062806,886,39.87,0,Baseline
4,16,Normal,15.4,1,15.4,0,15.4,0,0,0.03634,893,226.42,0,Baseline
4,18,Normal,0.47,0,0.47,0,0.13,0,-5,0.245826,895,18.72,0,Baseline
4,19,Normal,8.8,0,8.8,1,4.98,0,-6,0.058876,896,41.38,0,Baseline
